strain	contrast	test_condition	ref_condition	orthofinder_orthogroup	OG_gene_symbol	logFC	logCPM	F	PValue	FDR	is_DEG	DEG_direction	member_gene_count_in_strain	n_member_genes_all_strains	n_member_strains	representative_prefixed_id	representative_gene_id	representative_strain	representative_name	representative_product	representative_Preferred_name	representative_selection_basis	representative_match_score	ko_terms	ko_names	pathway_ids	pathway_names	go_terms	cog_categories	cog_category_names	Halomonas_members	Psychrobacter_members	Aequorivita_members	Sphingopyxis_members	Halomonas_count	Psychrobacter_count	Aequorivita_count	Sphingopyxis_count	member_gene_symbols	member_products	representative_emapper_score	representative_kofam_score
Halomonas	D55_vs_D0	D55	D0	OG0000379	nfuA	-1.0817415829161	8.26639253657067	37.7692705222772	1.27298604281754e-05	4.77298569969173e-05	True	down	1	5	4	Psychrobacter__gene2555	gene2555	Psychrobacter	nfuA	MULTISPECIES: Fe-S biogenesis protein NfuA	nfuA	gene_name	413.0	K07400;K22074	nfuA;Fe/S biogenesis protein NfuA;NFU1;HIRIP5;NFU1 iron-sulfur cluster scaffold homolog;mitochondrial			GO:0003674;GO:0005488;GO:0005506;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006790;GO:0006807;GO:0006873;GO:0006875;GO:0006879;GO:0006950;GO:0006979;GO:0007154;GO:0008150;GO:0008152;GO:0009267;GO:0009605;GO:0009987;GO:0009991;GO:0010106;GO:0010467;GO:0015976;GO:0016043;GO:0016226;GO:0019538;GO:0019725;GO:0022607;GO:0030003;GO:0031163;GO:0031667;GO:0031668;GO:0031669;GO:0033554;GO:0042592;GO:0042594;GO:0043167;GO:0043169;GO:0043170;GO:0044085;GO:0044237;GO:0044238;GO:0044424;GO:0044444;GO:0044464;GO:0046872;GO:0046914;GO:0046916;GO:0048037;GO:0048878;GO:0050801;GO:0050896;GO:0051186;GO:0051536;GO:0051539;GO:0051540;GO:0051604;GO:0051716;GO:0055065;GO:0055072;GO:0055076;GO:0055080;GO:0055082;GO:0065007;GO:0065008;GO:0071496;GO:0071704;GO:0071840;GO:0097428;GO:0098771;GO:1901564	C;O	C: Energy production and conversion;O: Posttranslational modification;protein turnover;chaperones	Halomonas__gene0170	Psychrobacter__gene2555	Aequorivita__gene1213;Aequorivita__gene2298	Sphingopyxis__gene1818	1	1	2	1	nfuA;iscA	MULTISPECIES: Fe-S biogenesis protein NfuA;NifU family protein;hypothetical protein;Fe-S cluster biogenesis protein NfuA;4Fe-4S-binding domain	413.0	283.2
Halomonas	D55_vs_D0	D55	D0	OG0000384	ansA	1.30154146223804	7.90310260632295	43.0582640308182	5.84004377031544e-06	2.46546935996188e-05	True	up	3	5	3	Psychrobacter__gene1160	gene1160	Psychrobacter	ansA	asparaginase	ansA	gene_name	642.0	K01424	E3.5.1.1;ansA;ansB;L-asparaginase [EC:3.5.1.1]	map00250;map00460;map01100;map01110	Alanine;aspartate and glutamate metabolism;Biosynthesis of secondary metabolites;Cyanoamino acid metabolism;Metabolic pathways	GO:0003674;GO:0003824;GO:0004067;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006082;GO:0006520;GO:0006528;GO:0006530;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009064;GO:0009065;GO:0009066;GO:0009068;GO:0009987;GO:0016054;GO:0016787;GO:0016810;GO:0016811;GO:0019752;GO:0032787;GO:0033345;GO:0034641;GO:0042802;GO:0043436;GO:0043603;GO:0044237;GO:0044238;GO:0044248;GO:0044281;GO:0044282;GO:0044424;GO:0044444;GO:0044464;GO:0046395;GO:0071704;GO:0072329;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606	EJ	E: Amino acid transport and metabolism;J: Translation;ribosomal structure and biogenesis	Halomonas__gene2271;Halomonas__gene3462;Halomonas__gene3641	Psychrobacter__gene1160	Aequorivita__gene1336		3	1	1	0	ansA	MULTISPECIES: asparaginase;asparaginase;L-asparaginase 1	642.0	175.4
Halomonas	D55_vs_D0	D55	D0	OG0000387	troC	3.04744854611942	10.6125969235273	328.645623307324	2.89725623469174e-12	1.34883373592871e-10	True	up	2	5	3	Aequorivita__gene1449	gene1449	Aequorivita	troC	zinc transporter	mntC	gene_name	587.0	K19976;K02075;K11708;K11709	mntB;manganese transport system permease protein;ABC.ZM.P;zinc/manganese transport system permease protein;troC;mntC;znuB;manganese/zinc/iron transport system permease protein;troD;mntD	map02010	ABC transporters	GO:0000006;GO:0000041;GO:0003674;GO:0003824;GO:0005215;GO:0005385;GO:0005575;GO:0005623;GO:0005886;GO:0005887;GO:0006810;GO:0006811;GO:0006812;GO:0006829;GO:0008150;GO:0008324;GO:0010035;GO:0010038;GO:0010043;GO:0015075;GO:0015318;GO:0015399;GO:0015405;GO:0016020;GO:0016021;GO:0016462;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017111;GO:0022804;GO:0022857;GO:0022890;GO:0030001;GO:0031224;GO:0031226;GO:0032991;GO:0034220;GO:0042221;GO:0042623;GO:0042626;GO:0043190;GO:0043492;GO:0044425;GO:0044459;GO:0044464;GO:0046873;GO:0046915;GO:0050896;GO:0051179;GO:0051234;GO:0055085;GO:0070838;GO:0071577;GO:0071944;GO:0072509;GO:0072511;GO:0098533;GO:0098655;GO:0098660;GO:0098662;GO:0098796;GO:0098797;GO:1902494;GO:1902495;GO:1904949;GO:1990351	P	P: Inorganic ion transport and metabolism	Halomonas__gene0020;Halomonas__gene2145	Psychrobacter__gene2310	Aequorivita__gene1449;Aequorivita__gene1450		2	1	2	0	znuB;troC;troD	MULTISPECIES: metal ABC transporter permease;zinc transporter;zinc ABC transporter permease	587.0	484.2
Halomonas	D55_vs_D0	D55	D0	OG0000391	lolC_E	1.42439391038378	9.58416138139044	101.645422245872	1.97195733729643e-08	1.71243549083358e-07	True	up	1	5	4	Halomonas__gene1277	gene1277	Halomonas	lolC_E	MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit	lolC	gene_name	753.0	K02004;K09808	ABC.CD.P;putative ABC transport system permease protein;lolC_E_F;lipoprotein-releasing system permease protein	map02010	ABC transporters		M	M: Cell wall/membrane/envelope biogenesis	Halomonas__gene1277	Psychrobacter__gene0626	Aequorivita__gene1606;Aequorivita__gene2524	Sphingopyxis__gene2242	1	1	2	1	lolC_E	MULTISPECIES: lipoprotein-releasing ABC transporter permease subunit;ABC transporter permease;transmembrane permease;lipoprotein-releasing ABC transporter permease subunit	753.0	503.3
Halomonas	D55_vs_D0	D55	D0	OG0000392	curA	3.65296942639256	12.5093181101944	680.068916068974	9.125649320245311e-15	3.8236470651827795e-12	True	up	1	5	4	Psychrobacter__gene0804	gene0804	Psychrobacter	curA	NADP-dependent oxidoreductase	yncB	gene_name	657.0	K23256;K00359	curA;NADPH-dependent curcumin reductase [EC:1.3.1.-];qorA;NADPH:quinone reductase [EC:1.6.5.5]			GO:0003674;GO:0003824;GO:0008150;GO:0008152;GO:0016491;GO:0055114	S;L	S: Function unknown;L: Replication;recombination and repair	Halomonas__gene1405	Psychrobacter__gene0711;Psychrobacter__gene0804	Aequorivita__gene1623	Sphingopyxis__gene3882	1	2	1	1	curA;qorA	MULTISPECIES: NADP-dependent oxidoreductase;NADP-dependent oxidoreductase	657.0	554.1
Halomonas	D55_vs_D0	D55	D0	OG0000397	gdhA	-1.32808921431917	6.82220477943555	22.5401215967236	0.0002057591597971	0.0005396750419717	True	down	1	5	3	Sphingopyxis__gene3846	gene3846	Sphingopyxis	gdhA	NADP-specific glutamate dehydrogenase		gene_name	867.0	K00262;K00261	E1.4.1.4;gdhA;glutamate dehydrogenase (NADP+) [EC:1.4.1.4];GLUD1_2;glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	map00220;map00250;map00910;map01100;map01120;map01200;map04217;map04964	Alanine;aspartate and glutamate metabolism;Arginine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;Nitrogen metabolism;Carbon metabolism;Necroptosis;Proximal tubule bicarbonate reclamation		E	E: Amino acid transport and metabolism	Halomonas__gene3180		Aequorivita__gene1714;Aequorivita__gene1976;Aequorivita__gene2448	Sphingopyxis__gene3846	1	0	3	1	gdhA	MULTISPECIES: NADP-specific glutamate dehydrogenase;NADP-specific glutamate dehydrogenase;Glu/Leu/Phe/Val dehydrogenase;amino acid dehydrogenase	867.0	769.5
Halomonas	D55_vs_D0	D55	D0	OG0000401	paaY	-1.00332233231221	6.28688720856089	20.8720962857374	0.0002986524849067	0.0007515639109665	True	down	1	5	4	Aequorivita__gene1883	gene1883	Aequorivita	paaY	gamma carbonic anhydrase family protein	paaY	gene_name	370.0	K01726;K02617	GAMMACA;gamma-carbonic anhydrase [EC:4.2.1.-];paaY;phenylacetic acid degradation protein				S	S: Function unknown	Halomonas__gene3122	Psychrobacter__gene0684	Aequorivita__gene1883;Aequorivita__gene2176	Sphingopyxis__gene0124	1	1	2	1	paaY	MULTISPECIES: gamma carbonic anhydrase family protein;gamma carbonic anhydrase family protein	370.0	300.2
Halomonas	D55_vs_D0	D55	D0	OG0000403	groES	2.50589154567432	7.81993402169617	154.440143635352	9.36273221451382e-10	1.30920318780609e-08	True	up	1	5	4	Halomonas__gene0030	gene0030	Halomonas	groES	MULTISPECIES: co-chaperone GroES	groS	gene_name	187.0	K04078	groES;HSPE1;chaperonin GroES			GO:0000166;GO:0003674;GO:0005488;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006457;GO:0008144;GO:0008150;GO:0009987;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0036094;GO:0043167;GO:0043168;GO:0044424;GO:0044464;GO:0097159;GO:0097367;GO:1901265;GO:1901363;GO:0005515;GO:0005829;GO:0006458;GO:0006950;GO:0006986;GO:0007049;GO:0009266;GO:0009408;GO:0009628;GO:0010033;GO:0016032;GO:0016465;GO:0019058;GO:0019068;GO:0032991;GO:0035966;GO:0042221;GO:0042802;GO:0043169;GO:0044403;GO:0044419;GO:0044444;GO:0044445;GO:0046872;GO:0050896;GO:0051082;GO:0051084;GO:0051085;GO:0051087;GO:0051301;GO:0051704;GO:0061077;GO:0101031;GO:1990220	O	O: Posttranslational modification;protein turnover;chaperones	Halomonas__gene0030	Psychrobacter__gene2522	Aequorivita__gene2145	Sphingopyxis__gene1104;Sphingopyxis__gene1785	1	1	1	2	groES	MULTISPECIES: co-chaperone GroES;co-chaperone GroES	187.0	130.3
Halomonas	D55_vs_D0	D55	D0	OG0000404	groEL	3.03284294708583	13.2154624179403	230.215924680411	4.5694952774739296e-11	1.1262461889774e-09	True	up	1	5	4	Halomonas__gene0029	gene0029	Halomonas	groEL	MULTISPECIES: chaperonin GroEL	groL	gene_name	989.0	K04077	groEL;HSPD1;HSP60;CPN60;chaperonin GroEL [EC:5.6.1.7]	map03018;map04212;map04940;map05134;map05152;map05417	Legionellosis;Lipid and atherosclerosis;Longevity regulating pathway - worm;RNA degradation;Tuberculosis;Type I diabetes mellitus	GO:0000166;GO:0003674;GO:0005488;GO:0005524;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0006457;GO:0008144;GO:0008150;GO:0009987;GO:0017076;GO:0030554;GO:0032553;GO:0032555;GO:0032559;GO:0035639;GO:0036094;GO:0042026;GO:0043167;GO:0043168;GO:0044424;GO:0044464;GO:0097159;GO:0097367;GO:1901265;GO:1901363;GO:0000287;GO:0003824;GO:0005515;GO:0005829;GO:0006458;GO:0006950;GO:0007049;GO:0009266;GO:0009314;GO:0009405;GO:0009408;GO:0009628;GO:0016032;GO:0016462;GO:0016465;GO:0016787;GO:0016817;GO:0016818;GO:0016887;GO:0017111;GO:0019058;GO:0019068;GO:0032991;GO:0035821;GO:0042802;GO:0043169;GO:0044183;GO:0044403;GO:0044419;GO:0044444;GO:0044445;GO:0046872;GO:0050896;GO:0051082;GO:0051084;GO:0051085;GO:0051301;GO:0051704;GO:0051817;GO:0052047;GO:0052212;GO:0061077;GO:0101031;GO:1990220	O	O: Posttranslational modification;protein turnover;chaperones	Halomonas__gene0029	Psychrobacter__gene2523	Aequorivita__gene2146	Sphingopyxis__gene1105;Sphingopyxis__gene1786	1	1	1	2	groEL	MULTISPECIES: chaperonin GroEL;chaperonin GroEL	989.0	887.0
Halomonas	D55_vs_D0	D55	D0	OG0000405	gcdH	-4.67873525934997	8.39628021279274	99.6245703961201	2.2817487756159e-08	1.92171404418706e-07	True	down	1	5	4	Aequorivita__gene2233	gene2233	Aequorivita	gcdH	acyl-CoA dehydrogenase	gcdH	gene_name	872.0	K00252	GCDH;gcdH;glutaryl-CoA dehydrogenase [EC:1.3.8.6]	map00071;map00310;map00362;map00380;map01100;map01110;map01120	Benzoate degradation;Biosynthesis of secondary metabolites;Fatty acid degradation;Lysine degradation;Metabolic pathways;Microbial metabolism in diverse environments;Tryptophan metabolism		I	I: Lipid transport and metabolism	Halomonas__gene2641	Psychrobacter__gene0667	Aequorivita__gene2233;Aequorivita__gene2304	Sphingopyxis__gene1553	1	1	2	1	gcdH	MULTISPECIES: acyl-CoA dehydrogenase;acyl-CoA dehydrogenase	872.0	557.9
Halomonas	D55_vs_D0	D55	D0	OG0000407	dnaE	1.34306908630385	9.49667470780197	97.5305448094557	2.64344581393554e-08	2.17177214909606e-07	True	up	1	5	4	Aequorivita__gene2310	gene2310	Aequorivita	dnaE	DNA polymerase III subunit alpha	dnaE	gene_name	2763.0	K02337	dnaE;DNA polymerase III subunit alpha [EC:2.7.7.7]	map03030;map03430;map03440	DNA replication;Homologous recombination;Mismatch repair	GO:0003674;GO:0003676;GO:0003677;GO:0003824;GO:0003887;GO:0004518;GO:0004527;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006139;GO:0006259;GO:0006260;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008408;GO:0009058;GO:0009059;GO:0009360;GO:0009987;GO:0016740;GO:0016772;GO:0016779;GO:0016787;GO:0016788;GO:0018130;GO:0019438;GO:0032991;GO:0034061;GO:0034641;GO:0034645;GO:0034654;GO:0042575;GO:0043170;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0044776;GO:0046483;GO:0061695;GO:0071704;GO:0071897;GO:0090304;GO:0090305;GO:0097159;GO:0140097;GO:1901360;GO:1901362;GO:1901363;GO:1901576;GO:1902494;GO:1990234	L	L: Replication;recombination and repair	Halomonas__gene0458	Psychrobacter__gene1429	Aequorivita__gene2310;Aequorivita__gene2318	Sphingopyxis__gene2239	1	1	2	1	dnaE	DNA polymerase III subunit alpha	2763.0	1429.5
Halomonas	D55_vs_D0	D55	D0	OG0000409	prlC	2.77081055673702	10.2056476317763	469.193385159265	1.75568128088213e-13	1.7308951922108498e-11	True	up	1	5	4	Psychrobacter__gene1849	gene1849	Psychrobacter	prlC	M3 family metallopeptidase	prlC	gene_name	1329.0	K01414;K01284	prlC;oligopeptidase A [EC:3.4.24.70];dcp;peptidyl-dipeptidase Dcp [EC:3.4.15.5]			GO:0003674;GO:0003824;GO:0004175;GO:0004222;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006139;GO:0006259;GO:0006260;GO:0006465;GO:0006508;GO:0006518;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0008233;GO:0008237;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0016485;GO:0016787;GO:0019538;GO:0034641;GO:0034645;GO:0043167;GO:0043169;GO:0043170;GO:0043603;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044424;GO:0044444;GO:0044464;GO:0046483;GO:0046872;GO:0051604;GO:0070011;GO:0071704;GO:0090304;GO:0140096;GO:1901360;GO:1901564;GO:1901576	E	E: Amino acid transport and metabolism	Halomonas__gene3120	Psychrobacter__gene1849	Aequorivita__gene2485;Aequorivita__gene2578	Sphingopyxis__gene0273	1	1	2	1	prlC;dcp	oligopeptidase A;M3 family metallopeptidase;peptidase M3;dipeptidyl carboxypeptidase II;peptidyl-dipeptidase Dcp Metallo peptidase. MEROPS family M03A	1329.0	876.5
Halomonas	D55_vs_D0	D55	D0	OG0000412	apbE	1.1612674513057	7.12877997255233	71.3384113846435	2.2961108362684e-07	1.46880983266635e-06	True	up	1	5	4	Halomonas__gene2897	gene2897	Halomonas	apbE	FAD:protein FMN transferase	apbE	gene_name	610.0	K03734	apbE;FAD:protein FMN transferase [EC:2.7.1.180]				H	H: Coenzyme transport and metabolism	Halomonas__gene2897	Psychrobacter__gene1985	Aequorivita__gene2609;Aequorivita__gene2751	Sphingopyxis__gene3139	1	1	2	1	apbE	FAD:protein FMN transferase;thiamine biosynthesis protein ApbE;thiamine biosynthesis lipoprotein	610.0	329.3
Halomonas	D55_vs_D0	D55	D0	OG0000421	dnaB	-1.19768716266832	8.80410881504775	40.1457464586863	8.88642158576038e-06	3.49616022951512e-05	True	down	2	5	4	Aequorivita__gene2890	gene2890	Aequorivita	dnaB	replicative DNA helicase	dnaB	gene_name	961.0	K02314	dnaB;replicative DNA helicase [EC:5.6.2.3]	map03030;map04112	Cell cycle - Caulobacter;DNA replication		L	L: Replication;recombination and repair	Halomonas__gene0245;Halomonas__gene0656	Psychrobacter__gene0873	Aequorivita__gene2890	Sphingopyxis__gene2513	2	1	1	1	dnaB	DnaB-like helicase C-terminal domain-containing protein;MULTISPECIES: replicative DNA helicase;replicative DNA helicase	961.0	590.7
Halomonas	D55_vs_D0	D55	D0	OG0000423	rhtC	-1.04821453586006	5.92953753308409	20.2084645337061	0.0003480830388857	0.0008601026927139	True	down	2	5	4	Halomonas__gene1351	gene1351	Halomonas	rhtC	MULTISPECIES: LysE family translocator		gene_name	387.0	K05834;K11250	leuE;leucine efflux protein;rhtB;homoserine/homoserine lactone efflux protein				E	E: Amino acid transport and metabolism	Halomonas__gene1351;Halomonas__gene3498	Psychrobacter__gene2263	Aequorivita__gene2928	Sphingopyxis__gene3255	2	1	1	1	rhtC;rhtB;leuE	MULTISPECIES: LysE family translocator;LysE family translocator	387.0	166.2
Halomonas	D55_vs_D0	D55	D0	OG0000426	fabD	1.73625995389629	6.04103571605156	98.4343114141501	2.47987385874481e-08	2.05755870656253e-07	True	up	1	5	4	Psychrobacter__gene2564	gene2564	Psychrobacter	fabD	MULTISPECIES: TIGR00730 family Rossman fold protein		gene_name	423.0	K22522	LOG;cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]				S;K	S: Function unknown;K: Transcription	Halomonas__gene3383	Psychrobacter__gene2564	Aequorivita__gene3051	Sphingopyxis__gene0929;Sphingopyxis__gene3364	1	1	1	2	fabD;hemK	MULTISPECIES: TIGR00730 family Rossman fold protein;TIGR00730 family Rossman fold protein	423.0	213.3
Halomonas	D55_vs_D0	D55	D0	OG0000434	rarD	-2.03676053988075	7.06498740607489	144.878148928999	1.5060148471459202e-09	1.96959020058986e-08	True	down	1	5	2	Psychrobacter__gene0999	gene0999	Psychrobacter	rarD	MULTISPECIES: EamA family transporter RarD	rarD	gene_name	633.0	K05786	rarD;chloramphenicol-sensitive protein RarD			GO:0005575;GO:0005623;GO:0005886;GO:0005887;GO:0016020;GO:0016021;GO:0031224;GO:0031226;GO:0044425;GO:0044459;GO:0044464;GO:0071944	S	S: Function unknown	Halomonas__gene0295	Psychrobacter__gene0999;Psychrobacter__gene1000;Psychrobacter__gene1423;Psychrobacter__gene1538			1	4	0	0	rarD	MULTISPECIES: EamA family transporter RarD;EamA family transporter RarD	633.0	247.6
Halomonas	D55_vs_D0	D55	D0	OG0000439	chrA	-2.3284921563548	9.9492222046217	137.185385594723	2.24955090044862e-09	2.7124081360805e-08	True	down	4	5	2	Sphingopyxis__gene2643	gene2643	Sphingopyxis	chrA	chromate transporter	chrA	gene_name	746.0	K07240	chrA;chromate transporter				P	P: Inorganic ion transport and metabolism	Halomonas__gene0610;Halomonas__gene0949;Halomonas__gene3502;Halomonas__gene3503			Sphingopyxis__gene2643	4	0	0	1	chrA	chromate efflux transporter;MULTISPECIES: chromate efflux transporter;MULTISPECIES: chromate transporter;chromate transporter	746.0	243.9
Halomonas	D55_vs_D0	D55	D0	OG0000445	ugpB	-2.6704042813399	11.521036836141	180.709386247846	2.88402401514326e-10	4.9322696422246e-09	True	down	4	5	2	Halomonas__gene3279	gene3279	Halomonas	ugpB	MULTISPECIES: sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	ugpB	gene_name	856.0	K02027;K10227;K10236;K05813	ABC.MS.S;multiple sugar transport system substrate-binding protein;smoE;mtlE;mscE;polyol transport system substrate-binding protein;thuE;lpqY;trehalose/maltose transport system substrate-binding protein;ugpB;sn-glycerol 3-phosphate transport system substrate-binding protein	map02010	ABC transporters		G	G: Carbohydrate transport and metabolism	Halomonas__gene0783;Halomonas__gene2302;Halomonas__gene2592;Halomonas__gene3279			Sphingopyxis__gene2250	4	0	0	1	smoE;thuE;ugpB	MULTISPECIES: sugar ABC transporter substrate-binding protein;MULTISPECIES: ABC transporter substrate-binding protein;ABC transporter substrate-binding protein;MULTISPECIES: sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB;extracellular solute-binding protein	856.0	529.9
Halomonas	D55_vs_D0	D55	D0	OG0000450	grxC	1.9795425057296	7.51455470077242	133.314332670786	2.7772515511206202e-09	3.18813260251929e-08	True	up	2	5	3	Psychrobacter__gene1546	gene1546	Psychrobacter	grxC	glutaredoxin	grxC	gene_name	533.0						O	O: Posttranslational modification;protein turnover;chaperones	Halomonas__gene0958;Halomonas__gene1543	Psychrobacter__gene1546		Sphingopyxis__gene0980;Sphingopyxis__gene3396	2	1	0	2	grxC	glutaredoxin;MULTISPECIES: glutaredoxin;glutaredoxin family protein	533.0	34.4
Halomonas	D55_vs_D0	D55	D0	OG0000452	gene1454	-1.62115883845883	8.5068588582389	123.999325661389	4.7149515627535e-09	4.96997410010997e-08	True	down	2	5	2	Halomonas__gene1454	gene1454	Halomonas		MULTISPECIES: integrase arm-type DNA-binding domain-containing protein		best_matched_member_gene_id	779.0						L	L: Replication;recombination and repair	Halomonas__gene1454;Halomonas__gene2989			Sphingopyxis__gene2117;Sphingopyxis__gene2749;Sphingopyxis__gene3685	2	0	0	3		MULTISPECIES: integrase arm-type DNA-binding domain-containing protein;integrase arm-type DNA-binding domain-containing protein;site-specific integrase;tyrosine-type recombinase/integrase	779.0	72.4
Halomonas	D55_vs_D0	D55	D0	OG0000457	racD	-1.09110674160644	7.83893234360037	76.1913641831199	1.46963953515145e-07	9.89203156993504e-07	True	down	3	5	3	Sphingopyxis__gene2762	gene2762	Sphingopyxis	racD	amino acid racemase		gene_name	416.0	K01779;K25316	racD;aspartate racemase [EC:5.1.1.13];racX;ygeA;amino-acid racemase [EC:5.1.1.10]	map00250;map00260;map00270;map00310;map00470;map01054;map01100;map01120	Alanine;aspartate and glutamate metabolism;Cysteine and methionine metabolism;D-Amino acid metabolism;Glycine;serine and threonine metabolism;Lysine degradation;Metabolic pathways;Microbial metabolism in diverse environments;Nonribosomal peptide structures	GO:0000270;GO:0003674;GO:0003824;GO:0006022;GO:0006023;GO:0006024;GO:0006082;GO:0006520;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009252;GO:0009273;GO:0009987;GO:0016853;GO:0016854;GO:0016855;GO:0019752;GO:0030203;GO:0034645;GO:0036361;GO:0042546;GO:0043170;GO:0043436;GO:0044036;GO:0044038;GO:0044085;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044281;GO:0047661;GO:0070589;GO:0071554;GO:0071704;GO:0071840;GO:1901135;GO:1901137;GO:1901564;GO:1901566;GO:1901576	M	M: Cell wall/membrane/envelope biogenesis	Halomonas__gene2341;Halomonas__gene2626;Halomonas__gene3130	Psychrobacter__gene1917		Sphingopyxis__gene2762	3	1	0	1	racX;racD	MULTISPECIES: aspartate/glutamate racemase family protein;hypothetical protein;aspartate/glutamate racemase family protein;amino acid racemase	416.0	269.4
Halomonas	D55_vs_D0	D55	D0	OG0000458	xdhA	3.50521493206031	11.1829832245221	261.388220149642	1.71856472013153e-11	5.23693540170991e-10	True	up	1	5	3	Psychrobacter__gene1327	gene1327	Psychrobacter	xdhA	FAD binding domain-containing protein	xdhA	gene_name	959.0	K13481;K13483;K07302	xdhA;xanthine dehydrogenase small subunit [EC:1.17.1.4];yagT;xanthine dehydrogenase YagT iron-sulfur-binding subunit;iorA;isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]	map00230;map01100;map01120;map01232	Metabolic pathways;Microbial metabolism in diverse environments;Nucleotide metabolism;Purine metabolism	GO:0003674;GO:0003824;GO:0005488;GO:0005575;GO:0005623;GO:0006091;GO:0006139;GO:0006144;GO:0006166;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009055;GO:0009058;GO:0009112;GO:0009116;GO:0009119;GO:0009163;GO:0009987;GO:0016491;GO:0016903;GO:0018130;GO:0019438;GO:0022900;GO:0034404;GO:0034641;GO:0034654;GO:0042278;GO:0042451;GO:0042455;GO:0042597;GO:0043094;GO:0043101;GO:0043167;GO:0043169;GO:0043174;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0044464;GO:0046128;GO:0046129;GO:0046483;GO:0046872;GO:0048037;GO:0051536;GO:0051537;GO:0051540;GO:0055086;GO:0055114;GO:0071704;GO:0072521;GO:0072522;GO:1901135;GO:1901137;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576;GO:1901657;GO:1901659	F;C	F: Nucleotide transport and metabolism;C: Energy production and conversion	Halomonas__gene2465	Psychrobacter__gene0267;Psychrobacter__gene1327		Sphingopyxis__gene3301;Sphingopyxis__gene3321	1	2	0	2	xdhA;yagT;iorA	MULTISPECIES: xanthine dehydrogenase small subunit;MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein;FAD binding domain-containing protein;aldehyde dehydrogenase iron-sulfur subunit PaoA;(2Fe-2S)-binding protein	959.0	580.4
